record_id	record_name	record_description	record_dbxrefs	record_annotations_molecule_type	record_annotations_topology	record_annotations_data_file_division	record_annotations_date	record_annotations_accessions	record_annotations_sequence_version	record_annotations_keywords	record_annotations_source	record_annotations_organism	record_annotations_taxonomy	feature_id	feature_type	feature_strand	feature_location_start	feature_location_end	feature_location_strand	feature_location_operator	feature_qualifier_organism	feature_qualifier_mol_type	feature_qualifier_db_xref	feature_qualifier_gene	feature_qualifier_note	feature_qualifier_codon_start	feature_qualifier_transl_table	feature_qualifier_regulatory_class	feature_qualifier_product	feature_qualifier_protein_id	feature_qualifier_strain	feature_qualifier_locus_tag	feature_qualifier_lab_host	feature_qualifier_isolate	feature_qualifier_allele	feature_qualifier_standard_name	feature_qualifier_mobile_element_type	feature_qualifier_EC_number	feature_qualifier_function	feature_qualifier_type_material	feature_qualifier_cultivar	feature_qualifier_chromosome	feature_qualifier_host	feature_qualifier_plasmid	feature_qualifier_country	feature_qualifier_collection_date	feature_qualifier_isolation_source	feature_qualifier_lat_lon	feature_qualifier_inference	feature_qualifier_clone	feature_qualifier_sub_strain	feature_qualifier_ecotype	feature_qualifier_gene_synonym	feature_qualifier_collected_by	feature_qualifier_sub_species	feature_qualifier_culture_collection	feature_qualifier_serovar	feature_qualifier_serotype	feature_qualifier_altitude	feature_qualifier_identified_by	feature_qualifier_mating_type	feature_qualifier_tissue_type	feature_qualifier_sex	feature_qualifier_dev_stage	feature_qualifier_PCR_primers	feature_qualifier_rpt_type	feature_qualifier_segment	feature_qualifier_specimen_voucher	feature_qualifier_citation	feature_qualifier_cell_type
CP046474.1	CP046474	Saccharomyces cerevisiae strain SK23 chromosome I	BioProject:PRJNA590882|BioSample:SAMN13341795	DNA	linear	PLN	10-DEC-2019	CP046474|REGION:|208931..209240	1		Saccharomyces cerevisiae (baker's yeast)	Saccharomyces cerevisiae	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	<unknown id>	source	1	0	310	1		Saccharomyces cerevisiae	genomic DNA	taxon:4932								SK23											I			India																									
CP046716.1	CP046716	Escherichia coli strain T16R chromosome, complete genome	BioProject:PRJNA594788|BioSample:SAMN13530296	DNA	linear	BCT	19-MAR-2020	CP046716|REGION:|3612381..3612430	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	0	50	-1		Escherichia coli	genomic DNA	taxon:562		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIN71190.1	T16R	GPL39_17330											pet dog		China: Henan	2019-08			COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1																					
CP046716.1	CP046716	Escherichia coli strain T16R chromosome, complete genome	BioProject:PRJNA594788|BioSample:SAMN13530296	DNA	linear	BCT	19-MAR-2020	CP046716|REGION:|3612381..3612430	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	0	50	-1		Escherichia coli	genomic DNA	taxon:562		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIN71190.1	T16R	GPL39_17330											pet dog		China: Henan	2019-08			COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1																					
CP046716.1	CP046716	Escherichia coli strain T16R chromosome, complete genome	BioProject:PRJNA594788|BioSample:SAMN13530296	DNA	linear	BCT	19-MAR-2020	CP046716|REGION:|3612381..3612430	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	-1	0	50	-1		Escherichia coli	genomic DNA	taxon:562		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIN71190.1	T16R	GPL39_17330											pet dog		China: Henan	2019-08			COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1																					
CP046860.1	CP046860	Bacillus subtilis strain RS10 chromosome	BioProject:PRJNA594265|BioSample:SAMN13510061	DNA	linear	BCT	28-JAN-2020	CP046860|REGION:|3979270..3979308	1		Bacillus subtilis	Bacillus subtilis	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	<unknown id>	source	1	0	39	1		Bacillus subtilis	genomic DNA	taxon:1423								RS10														Pakistan: Karak	15-May-2018	soil	33.1105 N 71.0914 E											578 m											
CP047079.1	CP047079	Escherichia coli strain pdeL_2_2 chromosome	BioProject:PRJNA595961|BioSample:SAMN13577977	DNA	linear	BCT	26-DEC-2019	CP047079|REGION:|70208..70236	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	29	1		Escherichia coli	genomic DNA	taxon:562		derived from Escherichia coli str. K-12 substr. MG1655						pdeL_2_2																																							
CP047378.1	CP047378	Escherichia coli strain CAU16175 chromosome, complete genome	BioProject:PRJNA598281|BioSample:SAMN13705263	DNA	linear	BCT	03-APR-2020	CP047378|REGION:|900800..900828	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	29	1		Escherichia coli	genomic DNA	taxon:562								CAU16175												swine		China: Hunan	2016																								
CP048310.1	CP048310	Escherichia coli strain 32-4 chromosome, complete genome	BioProject:PRJNA604100|BioSample:SAMN13951925	DNA	linear	BCT	09-FEB-2020	CP048310|REGION:|4035792..4035820	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	29	1		Escherichia coli	genomic DNA	taxon:562								32-4														Switzerland	2019	environment																							
CP048384.1	CP048384	Citrobacter freundii strain 62 plasmid p6_B, complete sequence	BioProject:PRJNA604100|BioSample:SAMN13951913	DNA	linear	BCT	09-FEB-2020	CP048384|REGION:|153339..153443	1		Citrobacter freundii	Citrobacter freundii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter freundii complex	<unknown id>	source	1	0	105	1		Citrobacter freundii	genomic DNA	taxon:546								62													p6_B	Switzerland	2019	environment																							
CP048439.1	CP048439	Escherichia coli strain NBRC 3301 chromosome, complete genome	BioProject:PRJNA603251|BioSample:SAMN13925613	DNA	linear	BCT	17-MAR-2020	CP048439|REGION:|3828264..3828292	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	29	1		Escherichia coli	genomic DNA	taxon:562								NBRC 3301																human feces									NBRC:3301														
CP049154.1	CP049154	Cronobacter sakazakii strain C105731 chromosome, complete genome	BioProject:PRJNA399551|BioSample:SAMN14112903	DNA	linear	BCT	15-JUN-2021	CP049154|REGION:|3625893..3627333	1		Cronobacter sakazakii	Cronobacter sakazakii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Cronobacter	<unknown id>	CDS	1	0	1441	1		Cronobacter sakazakii	genomic DNA	taxon:28141		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		phytoene desaturase	QWR94545.1	C105731	G4U59_16955													Mexico	07-Feb-2008	Alfalfa sprouts		COORDINATES: similar to AA sequence:RefSeq:WP_014728071.1					ENCB-IPN (Sanitary Microbiology Laboratory)																
CP049154.1	CP049154	Cronobacter sakazakii strain C105731 chromosome, complete genome	BioProject:PRJNA399551|BioSample:SAMN14112903	DNA	linear	BCT	15-JUN-2021	CP049154|REGION:|3625893..3627333	1		Cronobacter sakazakii	Cronobacter sakazakii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Cronobacter	<unknown id>	CDS	1	0	1441	1		Cronobacter sakazakii	genomic DNA	taxon:28141		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		phytoene desaturase	QWR94545.1	C105731	G4U59_16955													Mexico	07-Feb-2008	Alfalfa sprouts		COORDINATES: similar to AA sequence:RefSeq:WP_014728071.1					ENCB-IPN (Sanitary Microbiology Laboratory)																
CP049154.1	CP049154	Cronobacter sakazakii strain C105731 chromosome, complete genome	BioProject:PRJNA399551|BioSample:SAMN14112903	DNA	linear	BCT	15-JUN-2021	CP049154|REGION:|3625893..3627333	1		Cronobacter sakazakii	Cronobacter sakazakii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Cronobacter	<unknown id>	CDS	1	0	1441	1		Cronobacter sakazakii	genomic DNA	taxon:28141		Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		phytoene desaturase	QWR94545.1	C105731	G4U59_16955													Mexico	07-Feb-2008	Alfalfa sprouts		COORDINATES: similar to AA sequence:RefSeq:WP_014728071.1					ENCB-IPN (Sanitary Microbiology Laboratory)																
CP050200.1	CP050200	Escherichia coli strain RH-024-MS chromosome	BioProject:PRJNA607650|BioSample:SAMN14342439	DNA	linear	BCT	17-AUG-2020	CP050200|REGION:|3505775..3506118	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	344	1		Escherichia coli	genomic DNA	taxon:562								RH-024-MS												Homo sapiens		Bangladesh: Hajiganj	2017	Human feces							Laboratory of Food Safety and One Health																
CP050522.1	CP050522	Streptomyces coelicolor strain M1154/pAMX4/pGP1416 chromosome, complete genome	BioProject:PRJNA613497|BioSample:SAMN14414788	DNA	linear	BCT	10-JUN-2020	CP050522|REGION:|4142607..4143110	1		Streptomyces coelicolor	Streptomyces coelicolor	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces albidoflavus group	<unknown id>	source	1	0	504	1		Streptomyces coelicolor	genomic DNA	taxon:1902								M1154/pAMX4/pGP1416														Canada: Hamilton	17-Oct-2019																								
CP050764.1	CP050764	Salmonella enterica subsp. enterica serovar Indiana strain SI111 chromosome, complete genome	BioProject:PRJNA615288|BioSample:SAMN14450156	DNA	linear	BCT	06-APR-2020	CP050764|REGION:|3741514..3741563	1		Salmonella enterica subsp. enterica serovar Indiana	Salmonella enterica subsp. enterica serovar Indiana	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella	<unknown id>	CDS	-1	0	50	-1		Salmonella enterica subsp. enterica serovar Indiana	genomic DNA	taxon:286783		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIU63589.1	SI111	HEC81_18390											Homo sapiens		China:Shanghai	2013-11-13	Diarrheal patient	31.23 N 121.47 E	COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1					Shanghai Municipal Center for Disease Control and Prevention	enterica		Indiana													
CP050764.1	CP050764	Salmonella enterica subsp. enterica serovar Indiana strain SI111 chromosome, complete genome	BioProject:PRJNA615288|BioSample:SAMN14450156	DNA	linear	BCT	06-APR-2020	CP050764|REGION:|3741514..3741563	1		Salmonella enterica subsp. enterica serovar Indiana	Salmonella enterica subsp. enterica serovar Indiana	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella	<unknown id>	CDS	-1	0	50	-1		Salmonella enterica subsp. enterica serovar Indiana	genomic DNA	taxon:286783		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIU63589.1	SI111	HEC81_18390											Homo sapiens		China:Shanghai	2013-11-13	Diarrheal patient	31.23 N 121.47 E	COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1					Shanghai Municipal Center for Disease Control and Prevention	enterica		Indiana													
CP050764.1	CP050764	Salmonella enterica subsp. enterica serovar Indiana strain SI111 chromosome, complete genome	BioProject:PRJNA615288|BioSample:SAMN14450156	DNA	linear	BCT	06-APR-2020	CP050764|REGION:|3741514..3741563	1		Salmonella enterica subsp. enterica serovar Indiana	Salmonella enterica subsp. enterica serovar Indiana	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella	<unknown id>	CDS	-1	0	50	-1		Salmonella enterica subsp. enterica serovar Indiana	genomic DNA	taxon:286783		Derived by automated computational analysis using gene prediction method: Protein Homology.	3	11		class A broad-spectrum beta-lactamase TEM-1	QIU63589.1	SI111	HEC81_18390											Homo sapiens		China:Shanghai	2013-11-13	Diarrheal patient	31.23 N 121.47 E	COORDINATES: similar to AA sequence:RefSeq:WP_032489893.1					Shanghai Municipal Center for Disease Control and Prevention	enterica		Indiana													
CP051263.1	CP051263	Escherichia coli CFT073 chromosome, complete genome	BioProject:PRJNA624646|BioSample:SAMN14575425	DNA	linear	BCT	21-AUG-2020	CP051263|REGION:|72902..73751	1		Escherichia coli CFT073	Escherichia coli CFT073	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	source	1	0	850	1		Escherichia coli CFT073	genomic DNA	taxon:199310								CFT073														USA:California	02-Nov-2016																								
CP051464.1	CP051464	Bacillus mojavensis strain UCMB5075 chromosome, complete genome	BioProject:PRJNA616328|BioSample:SAMN14479759	DNA	linear	BCT	22-APR-2020	CP051464|REGION:|649765..649803	1		Bacillus mojavensis	Bacillus mojavensis	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	<unknown id>	source	1	0	39	1		Bacillus mojavensis	genomic DNA	taxon:72360								UCMB5075														Ukraine:Kyiv	1986	mouse bloode sample																							
CP052842.1	CP052842	Bacillus subtilis subsp. subtilis str. 168 chromosome, complete genome	BioProject:PRJNA626600|BioSample:SAMN14645748	DNA	linear	BCT	05-MAY-2020	CP052842|REGION:|3686106..3686210	1		Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus	<unknown id>	source	1	0	105	1		Bacillus subtilis subsp. subtilis str. 168	genomic DNA	taxon:224308		genotype: rearrangements within prophage region						168									type strain of Bacillus subtilis					Germany: Jena	2016	liquid-air interface biofilm								subtilis															
CP057481.1	CP057481	Escherichia fergusonii strain RHB25-C10 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148237	DNA	linear	BCT	28-JUL-2020	CP057481|REGION:|3457180..3457965	1		Escherichia fergusonii	Escherichia fergusonii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia fergusonii	genomic DNA	taxon:564	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QMI02161.1	RHB25-C10	HVY20_16620													United Kingdom	2017	Pooled cattle faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_309201.1																					
CP057481.1	CP057481	Escherichia fergusonii strain RHB25-C10 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148237	DNA	linear	BCT	28-JUL-2020	CP057481|REGION:|3457180..3457965	1		Escherichia fergusonii	Escherichia fergusonii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia fergusonii	genomic DNA	taxon:564	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QMI02161.1	RHB25-C10	HVY20_16620													United Kingdom	2017	Pooled cattle faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_309201.1																					
CP057481.1	CP057481	Escherichia fergusonii strain RHB25-C10 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148237	DNA	linear	BCT	28-JUL-2020	CP057481|REGION:|3457180..3457965	1		Escherichia fergusonii	Escherichia fergusonii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia fergusonii	genomic DNA	taxon:564	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QMI02161.1	RHB25-C10	HVY20_16620													United Kingdom	2017	Pooled cattle faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_309201.1																					
CP057481.1	CP057481	Escherichia fergusonii strain RHB25-C10 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148237	DNA	linear	BCT	28-JUL-2020	CP057481|REGION:|3457180..3457965	1		Escherichia fergusonii	Escherichia fergusonii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia fergusonii	genomic DNA	taxon:564	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QMI02161.1	RHB25-C10	HVY20_16620													United Kingdom	2017	Pooled cattle faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_309201.1																					
CP057481.1	CP057481	Escherichia fergusonii strain RHB25-C10 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148237	DNA	linear	BCT	28-JUL-2020	CP057481|REGION:|3457180..3457965	1		Escherichia fergusonii	Escherichia fergusonii	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia fergusonii	genomic DNA	taxon:564	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QMI02161.1	RHB25-C10	HVY20_16620													United Kingdom	2017	Pooled cattle faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_309201.1																					
CP057696.1	CP057696	Escherichia coli strain RHB17-C09 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148144	DNA	linear	BCT	29-JUL-2020	CP057696|REGION:|3468896..3469681	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia coli	genomic DNA	taxon:562	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QML79309.1	RHB17-C09	HVX27_16715													United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_308836.1																					
CP057696.1	CP057696	Escherichia coli strain RHB17-C09 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148144	DNA	linear	BCT	29-JUL-2020	CP057696|REGION:|3468896..3469681	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia coli	genomic DNA	taxon:562	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QML79309.1	RHB17-C09	HVX27_16715													United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_308836.1																					
CP057696.1	CP057696	Escherichia coli strain RHB17-C09 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148144	DNA	linear	BCT	29-JUL-2020	CP057696|REGION:|3468896..3469681	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia coli	genomic DNA	taxon:562	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QML79309.1	RHB17-C09	HVX27_16715													United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_308836.1																					
CP057696.1	CP057696	Escherichia coli strain RHB17-C09 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148144	DNA	linear	BCT	29-JUL-2020	CP057696|REGION:|3468896..3469681	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia coli	genomic DNA	taxon:562	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QML79309.1	RHB17-C09	HVX27_16715													United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_308836.1																					
CP057696.1	CP057696	Escherichia coli strain RHB17-C09 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15148144	DNA	linear	BCT	29-JUL-2020	CP057696|REGION:|3468896..3469681	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	782	786	1		Escherichia coli	genomic DNA	taxon:562	bet	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		YqaJ viral recombinase family protein	QML79309.1	RHB17-C09	HVX27_16715													United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_308836.1																					
CP058063.1	CP058063	Escherichia coli strain RHB02-C19 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15147970	DNA	linear	BCT	07-AUG-2020	CP058063|REGION:|2349141..2349484	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QMQ75376.1	RHB02-C19	HVV53_11805						5.4.99.2							United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_417392.1																					
CP058063.1	CP058063	Escherichia coli strain RHB02-C19 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15147970	DNA	linear	BCT	07-AUG-2020	CP058063|REGION:|2349141..2349484	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QMQ75376.1	RHB02-C19	HVV53_11805						5.4.99.2							United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_417392.1																					
CP058063.1	CP058063	Escherichia coli strain RHB02-C19 chromosome, complete genome	BioProject:PRJNA605147|BioSample:SAMN15147970	DNA	linear	BCT	07-AUG-2020	CP058063|REGION:|2349141..2349484	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QMQ75376.1	RHB02-C19	HVV53_11805						5.4.99.2							United Kingdom	2017	Pooled pig faecal samples collected from floor of farm		COORDINATES: similar to AA sequence:RefSeq:NP_417392.1																					
CP058913.1	CP058913	Escherichia coli strain HH12 chromosome, complete genome	BioProject:PRJNA609701|BioSample:SAMN14258345	DNA	linear	BCT	22-FEB-2021	CP058913|REGION:|795661..796004	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QLK93650.1	HH12	G9398_003770						5.4.99.2								2010			COORDINATES: similar to AA sequence:RefSeq:NP_417392.1					Canadian Food Inspection Agency																
CP058913.1	CP058913	Escherichia coli strain HH12 chromosome, complete genome	BioProject:PRJNA609701|BioSample:SAMN14258345	DNA	linear	BCT	22-FEB-2021	CP058913|REGION:|795661..796004	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QLK93650.1	HH12	G9398_003770						5.4.99.2								2010			COORDINATES: similar to AA sequence:RefSeq:NP_417392.1					Canadian Food Inspection Agency																
CP058913.1	CP058913	Escherichia coli strain HH12 chromosome, complete genome	BioProject:PRJNA609701|BioSample:SAMN14258345	DNA	linear	BCT	22-FEB-2021	CP058913|REGION:|795661..796004	1		Escherichia coli	Escherichia coli	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia	<unknown id>	CDS	1	0	344	1		Escherichia coli	genomic DNA	taxon:562	scpA	Derived by automated computational analysis using gene prediction method: Protein Homology.	1	11		methylmalonyl-CoA mutase	QLK93650.1	HH12	G9398_003770						5.4.99.2								2010			COORDINATES: similar to AA sequence:RefSeq:NP_417392.1					Canadian Food Inspection Agency																
CP059267.1	CP059267	Torulaspora sp. CBS 2947 strain CBS2947 chromosome 1	BioProject:PRJNA625705|BioSample:SAMN14605352	DNA	linear	PLN	30-NOV-2020	CP059267|REGION:|1168278..1168320	1		Torulaspora sp. CBS 2947	Torulaspora sp. CBS 2947	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Torulaspora|unclassified Torulaspora	<unknown id>	CDS	-1	0	43	-1		Torulaspora sp. CBS 2947	genomic DNA	taxon:2792677		ancestral locus Anc_5.455	2			hypothetical protein	QLQ78414.1	CBS2947	HG537_0A06610										1			Papua New Guinea		soil		similar to AA sequence:RefSeq:NP_014771.3																					
CP059267.1	CP059267	Torulaspora sp. CBS 2947 strain CBS2947 chromosome 1	BioProject:PRJNA625705|BioSample:SAMN14605352	DNA	linear	PLN	30-NOV-2020	CP059267|REGION:|1168278..1168320	1		Torulaspora sp. CBS 2947	Torulaspora sp. CBS 2947	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Torulaspora|unclassified Torulaspora	<unknown id>	CDS	-1	0	43	-1		Torulaspora sp. CBS 2947	genomic DNA	taxon:2792677		ancestral locus Anc_5.455	2			hypothetical protein	QLQ78414.1	CBS2947	HG537_0A06610										1			Papua New Guinea		soil		similar to AA sequence:RefSeq:NP_014771.3																					
CP059267.1	CP059267	Torulaspora sp. CBS 2947 strain CBS2947 chromosome 1	BioProject:PRJNA625705|BioSample:SAMN14605352	DNA	linear	PLN	30-NOV-2020	CP059267|REGION:|1168278..1168320	1		Torulaspora sp. CBS 2947	Torulaspora sp. CBS 2947	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Torulaspora|unclassified Torulaspora	<unknown id>	CDS	-1	0	43	-1		Torulaspora sp. CBS 2947	genomic DNA	taxon:2792677		ancestral locus Anc_5.455	2			hypothetical protein	QLQ78414.1	CBS2947	HG537_0A06610										1			Papua New Guinea		soil		similar to AA sequence:RefSeq:NP_014771.3																					
